gear_ratio,vehicle_speed_kmh,road_grade_deg,motor_rpm,motor_torque_nm,wheel_torque_nm,tractive_force_n,rolling_resistance_n,aerodynamic_drag_n,grade_resistance_n,acceleration_mps2,theoretical_vehicle_speed_kmh
5.0,40,0,2000,450.0,2137.5,6679.6875,211.896,46.5802,0.0,3.56734,48.2549
5.0,40,0,4000,427.5,2030.625,6345.7031,211.896,46.5802,0.0,3.381793,96.5097
5.0,40,0,6000,382.5,1816.875,5677.7344,211.896,46.5802,0.0,3.010699,144.7646
5.0,40,0,8000,337.5,1603.125,5009.7656,211.896,46.5802,0.0,2.639605,193.0195
5.0,40,2,2000,450.0,2137.5,6679.6875,211.896,46.5802,616.2553,3.224976,48.2549
5.0,40,2,4000,427.5,2030.625,6345.7031,211.896,46.5802,616.2553,3.039429,96.5097
5.0,40,2,6000,382.5,1816.875,5677.7344,211.896,46.5802,616.2553,2.668335,144.7646
5.0,40,2,8000,337.5,1603.125,5009.7656,211.896,46.5802,616.2553,2.297241,193.0195
5.0,40,5,2000,450.0,2137.5,6679.6875,211.896,46.5802,1538.9961,2.712342,48.2549
5.0,40,5,4000,427.5,2030.625,6345.7031,211.896,46.5802,1538.9961,2.526795,96.5097
5.0,40,5,6000,382.5,1816.875,5677.7344,211.896,46.5802,1538.9961,2.155701,144.7646
5.0,40,5,8000,337.5,1603.125,5009.7656,211.896,46.5802,1538.9961,1.784607,193.0195
5.0,40,8,2000,450.0,2137.5,6679.6875,211.896,46.5802,2457.5186,2.202051,48.2549
5.0,40,8,4000,427.5,2030.625,6345.7031,211.896,46.5802,2457.5186,2.016505,96.5097
5.0,40,8,6000,382.5,1816.875,5677.7344,211.896,46.5802,2457.5186,1.645411,144.7646
5.0,40,8,8000,337.5,1603.125,5009.7656,211.896,46.5802,2457.5186,1.274317,193.0195
5.0,40,10,2000,450.0,2137.5,6679.6875,211.896,46.5802,3066.2795,1.863851,48.2549
5.0,40,10,4000,427.5,2030.625,6345.7031,211.896,46.5802,3066.2795,1.678304,96.5097
5.0,40,10,6000,382.5,1816.875,5677.7344,211.896,46.5802,3066.2795,1.30721,144.7646
5.0,40,10,8000,337.5,1603.125,5009.7656,211.896,46.5802,3066.2795,0.936117,193.0195
5.0,60,0,2000,450.0,2137.5,6679.6875,211.896,104.8056,0.0,3.534992,48.2549
5.0,60,0,4000,427.5,2030.625,6345.7031,211.896,104.8056,0.0,3.349445,96.5097
5.0,60,0,6000,382.5,1816.875,5677.7344,211.896,104.8056,0.0,2.978352,144.7646
5.0,60,0,8000,337.5,1603.125,5009.7656,211.896,104.8056,0.0,2.607258,193.0195
5.0,60,2,2000,450.0,2137.5,6679.6875,211.896,104.8056,616.2553,3.192628,48.2549
5.0,60,2,4000,427.5,2030.625,6345.7031,211.896,104.8056,616.2553,3.007081,96.5097
5.0,60,2,6000,382.5,1816.875,5677.7344,211.896,104.8056,616.2553,2.635988,144.7646
5.0,60,2,8000,337.5,1603.125,5009.7656,211.896,104.8056,616.2553,2.264894,193.0195
5.0,60,5,2000,450.0,2137.5,6679.6875,211.896,104.8056,1538.9961,2.679994,48.2549
5.0,60,5,4000,427.5,2030.625,6345.7031,211.896,104.8056,1538.9961,2.494447,96.5097
5.0,60,5,6000,382.5,1816.875,5677.7344,211.896,104.8056,1538.9961,2.123354,144.7646
5.0,60,5,8000,337.5,1603.125,5009.7656,211.896,104.8056,1538.9961,1.75226,193.0195
5.0,60,8,2000,450.0,2137.5,6679.6875,211.896,104.8056,2457.5186,2.169704,48.2549
5.0,60,8,4000,427.5,2030.625,6345.7031,211.896,104.8056,2457.5186,1.984157,96.5097
5.0,60,8,6000,382.5,1816.875,5677.7344,211.896,104.8056,2457.5186,1.613063,144.7646
5.0,60,8,8000,337.5,1603.125,5009.7656,211.896,104.8056,2457.5186,1.24197,193.0195
5.0,60,10,2000,450.0,2137.5,6679.6875,211.896,104.8056,3066.2795,1.831504,48.2549
5.0,60,10,4000,427.5,2030.625,6345.7031,211.896,104.8056,3066.2795,1.645957,96.5097
5.0,60,10,6000,382.5,1816.875,5677.7344,211.896,104.8056,3066.2795,1.274863,144.7646
5.0,60,10,8000,337.5,1603.125,5009.7656,211.896,104.8056,3066.2795,0.903769,193.0195
5.0,80,0,2000,450.0,2137.5,6679.6875,211.896,186.321,0.0,3.489706,48.2549
5.0,80,0,4000,427.5,2030.625,6345.7031,211.896,186.321,0.0,3.304159,96.5097
5.0,80,0,6000,382.5,1816.875,5677.7344,211.896,186.321,0.0,2.933065,144.7646
5.0,80,0,8000,337.5,1603.125,5009.7656,211.896,186.321,0.0,2.561971,193.0195
5.0,80,2,2000,450.0,2137.5,6679.6875,211.896,186.321,616.2553,3.147342,48.2549
5.0,80,2,4000,427.5,2030.625,6345.7031,211.896,186.321,616.2553,2.961795,96.5097
5.0,80,2,6000,382.5,1816.875,5677.7344,211.896,186.321,616.2553,2.590701,144.7646
5.0,80,2,8000,337.5,1603.125,5009.7656,211.896,186.321,616.2553,2.219607,193.0195
5.0,80,5,2000,450.0,2137.5,6679.6875,211.896,186.321,1538.9961,2.634708,48.2549
5.0,80,5,4000,427.5,2030.625,6345.7031,211.896,186.321,1538.9961,2.449161,96.5097
5.0,80,5,6000,382.5,1816.875,5677.7344,211.896,186.321,1538.9961,2.078067,144.7646
5.0,80,5,8000,337.5,1603.125,5009.7656,211.896,186.321,1538.9961,1.706974,193.0195
5.0,80,8,2000,450.0,2137.5,6679.6875,211.896,186.321,2457.5186,2.124418,48.2549
5.0,80,8,4000,427.5,2030.625,6345.7031,211.896,186.321,2457.5186,1.938871,96.5097
5.0,80,8,6000,382.5,1816.875,5677.7344,211.896,186.321,2457.5186,1.567777,144.7646
5.0,80,8,8000,337.5,1603.125,5009.7656,211.896,186.321,2457.5186,1.196683,193.0195
5.0,80,10,2000,450.0,2137.5,6679.6875,211.896,186.321,3066.2795,1.786217,48.2549
5.0,80,10,4000,427.5,2030.625,6345.7031,211.896,186.321,3066.2795,1.60067,96.5097
5.0,80,10,6000,382.5,1816.875,5677.7344,211.896,186.321,3066.2795,1.229577,144.7646
5.0,80,10,8000,337.5,1603.125,5009.7656,211.896,186.321,3066.2795,0.858483,193.0195
5.0,100,0,2000,450.0,2137.5,6679.6875,211.896,291.1265,0.0,3.431481,48.2549
5.0,100,0,4000,427.5,2030.625,6345.7031,211.896,291.1265,0.0,3.245934,96.5097
5.0,100,0,6000,382.5,1816.875,5677.7344,211.896,291.1265,0.0,2.87484,144.7646
5.0,100,0,8000,337.5,1603.125,5009.7656,211.896,291.1265,0.0,2.503746,193.0195
5.0,100,2,2000,450.0,2137.5,6679.6875,211.896,291.1265,616.2553,3.089116,48.2549
5.0,100,2,4000,427.5,2030.625,6345.7031,211.896,291.1265,616.2553,2.90357,96.5097
5.0,100,2,6000,382.5,1816.875,5677.7344,211.896,291.1265,616.2553,2.532476,144.7646
5.0,100,2,8000,337.5,1603.125,5009.7656,211.896,291.1265,616.2553,2.161382,193.0195
5.0,100,5,2000,450.0,2137.5,6679.6875,211.896,291.1265,1538.9961,2.576483,48.2549
5.0,100,5,4000,427.5,2030.625,6345.7031,211.896,291.1265,1538.9961,2.390936,96.5097
5.0,100,5,6000,382.5,1816.875,5677.7344,211.896,291.1265,1538.9961,2.019842,144.7646
5.0,100,5,8000,337.5,1603.125,5009.7656,211.896,291.1265,1538.9961,1.648748,193.0195
5.0,100,8,2000,450.0,2137.5,6679.6875,211.896,291.1265,2457.5186,2.066192,48.2549
5.0,100,8,4000,427.5,2030.625,6345.7031,211.896,291.1265,2457.5186,1.880646,96.5097
5.0,100,8,6000,382.5,1816.875,5677.7344,211.896,291.1265,2457.5186,1.509552,144.7646
5.0,100,8,8000,337.5,1603.125,5009.7656,211.896,291.1265,2457.5186,1.138458,193.0195
5.0,100,10,2000,450.0,2137.5,6679.6875,211.896,291.1265,3066.2795,1.727992,48.2549
5.0,100,10,4000,427.5,2030.625,6345.7031,211.896,291.1265,3066.2795,1.542445,96.5097
5.0,100,10,6000,382.5,1816.875,5677.7344,211.896,291.1265,3066.2795,1.171351,144.7646
5.0,100,10,8000,337.5,1603.125,5009.7656,211.896,291.1265,3066.2795,0.800258,193.0195
5.25,20,0,2000,450.0,2244.375,7013.6719,211.896,11.6451,0.0,3.772295,45.957
5.25,20,0,4000,427.5,2132.1562,6662.9883,211.896,11.6451,0.0,3.577471,91.914
5.25,20,0,6000,382.5,1907.7188,5961.6211,211.896,11.6451,0.0,3.187822,137.871
5.25,20,0,8000,337.5,1683.2812,5260.2539,211.896,11.6451,0.0,2.798174,183.8281
5.25,20,2,2000,450.0,2244.375,7013.6719,211.896,11.6451,616.2553,3.429931,45.957
5.25,20,2,4000,427.5,2132.1562,6662.9883,211.896,11.6451,616.2553,3.235107,91.914
5.25,20,2,6000,382.5,1907.7188,5961.6211,211.896,11.6451,616.2553,2.845458,137.871
5.25,20,2,8000,337.5,1683.2812,5260.2539,211.896,11.6451,616.2553,2.45581,183.8281
5.25,20,5,2000,450.0,2244.375,7013.6719,211.896,11.6451,1538.9961,2.917297,45.957
5.25,20,5,4000,427.5,2132.1562,6662.9883,211.896,11.6451,1538.9961,2.722473,91.914
5.25,20,5,6000,382.5,1907.7188,5961.6211,211.896,11.6451,1538.9961,2.332824,137.871
5.25,20,5,8000,337.5,1683.2812,5260.2539,211.896,11.6451,1538.9961,1.943176,183.8281
5.25,20,8,2000,450.0,2244.375,7013.6719,211.896,11.6451,2457.5186,2.407007,45.957
5.25,20,8,4000,427.5,2132.1562,6662.9883,211.896,11.6451,2457.5186,2.212183,91.914
5.25,20,8,6000,382.5,1907.7188,5961.6211,211.896,11.6451,2457.5186,1.822534,137.871
5.25,20,8,8000,337.5,1683.2812,5260.2539,211.896,11.6451,2457.5186,1.432886,183.8281
5.25,20,10,2000,450.0,2244.375,7013.6719,211.896,11.6451,3066.2795,2.068806,45.957
5.25,20,10,4000,427.5,2132.1562,6662.9883,211.896,11.6451,3066.2795,1.873982,91.914
5.25,20,10,6000,382.5,1907.7188,5961.6211,211.896,11.6451,3066.2795,1.484334,137.871
5.25,20,10,8000,337.5,1683.2812,5260.2539,211.896,11.6451,3066.2795,1.094685,183.8281
5.25,40,0,2000,450.0,2244.375,7013.6719,211.896,46.5802,0.0,3.752886,45.957
5.25,40,0,4000,427.5,2132.1562,6662.9883,211.896,46.5802,0.0,3.558062,91.914
5.25,40,0,6000,382.5,1907.7188,5961.6211,211.896,46.5802,0.0,3.168414,137.871
5.25,40,0,8000,337.5,1683.2812,5260.2539,211.896,46.5802,0.0,2.778765,183.8281
5.25,40,2,2000,450.0,2244.375,7013.6719,211.896,46.5802,616.2553,3.410522,45.957
5.25,40,2,4000,427.5,2132.1562,6662.9883,211.896,46.5802,616.2553,3.215698,91.914
5.25,40,2,6000,382.5,1907.7188,5961.6211,211.896,46.5802,616.2553,2.82605,137.871
5.25,40,2,8000,337.5,1683.2812,5260.2539,211.896,46.5802,616.2553,2.436401,183.8281
5.25,40,5,2000,450.0,2244.375,7013.6719,211.896,46.5802,1538.9961,2.897889,45.957
5.25,40,5,4000,427.5,2132.1562,6662.9883,211.896,46.5802,1538.9961,2.703064,91.914
5.25,40,5,6000,382.5,1907.7188,5961.6211,211.896,46.5802,1538.9961,2.313416,137.871
5.25,40,5,8000,337.5,1683.2812,5260.2539,211.896,46.5802,1538.9961,1.923768,183.8281
5.25,40,8,2000,450.0,2244.375,7013.6719,211.896,46.5802,2457.5186,2.387598,45.957
5.25,40,8,4000,427.5,2132.1562,6662.9883,211.896,46.5802,2457.5186,2.192774,91.914
5.25,40,8,6000,382.5,1907.7188,5961.6211,211.896,46.5802,2457.5186,1.803126,137.871
5.25,40,8,8000,337.5,1683.2812,5260.2539,211.896,46.5802,2457.5186,1.413477,183.8281
5.25,40,10,2000,450.0,2244.375,7013.6719,211.896,46.5802,3066.2795,2.049398,45.957
5.25,40,10,4000,427.5,2132.1562,6662.9883,211.896,46.5802,3066.2795,1.854574,91.914
5.25,40,10,6000,382.5,1907.7188,5961.6211,211.896,46.5802,3066.2795,1.464925,137.871
5.25,40,10,8000,337.5,1683.2812,5260.2539,211.896,46.5802,3066.2795,1.075277,183.8281
5.25,60,0,2000,450.0,2244.375,7013.6719,211.896,104.8056,0.0,3.720539,45.957
5.25,60,0,4000,427.5,2132.1562,6662.9883,211.896,104.8056,0.0,3.525715,91.914
5.25,60,0,6000,382.5,1907.7188,5961.6211,211.896,104.8056,0.0,3.136066,137.871
5.25,60,0,8000,337.5,1683.2812,5260.2539,211.896,104.8056,0.0,2.746418,183.8281
5.25,60,2,2000,450.0,2244.375,7013.6719,211.896,104.8056,616.2553,3.378175,45.957
5.25,60,2,4000,427.5,2132.1562,6662.9883,211.896,104.8056,616.2553,3.183351,91.914
5.25,60,2,6000,382.5,1907.7188,5961.6211,211.896,104.8056,616.2553,2.793702,137.871
5.25,60,2,8000,337.5,1683.2812,5260.2539,211.896,104.8056,616.2553,2.404054,183.8281
5.25,60,5,2000,450.0,2244.375,7013.6719,211.896,104.8056,1538.9961,2.865541,45.957
5.25,60,5,4000,427.5,2132.1562,6662.9883,211.896,104.8056,1538.9961,2.670717,91.914
5.25,60,5,6000,382.5,1907.7188,5961.6211,211.896,104.8056,1538.9961,2.281069,137.871
5.25,60,5,8000,337.5,1683.2812,5260.2539,211.896,104.8056,1538.9961,1.89142,183.8281
5.25,60,8,2000,450.0,2244.375,7013.6719,211.896,104.8056,2457.5186,2.355251,45.957
5.25,60,8,4000,427.5,2132.1562,6662.9883,211.896,104.8056,2457.5186,2.160427,91.914
5.25,60,8,6000,382.5,1907.7188,5961.6211,211.896,104.8056,2457.5186,1.770778,137.871
5.25,60,8,8000,337.5,1683.2812,5260.2539,211.896,104.8056,2457.5186,1.38113,183.8281
5.25,60,10,2000,450.0,2244.375,7013.6719,211.896,104.8056,3066.2795,2.01705,45.957
5.25,60,10,4000,427.5,2132.1562,6662.9883,211.896,104.8056,3066.2795,1.822226,91.914
5.25,60,10,6000,382.5,1907.7188,5961.6211,211.896,104.8056,3066.2795,1.432578,137.871
5.25,60,10,8000,337.5,1683.2812,5260.2539,211.896,104.8056,3066.2795,1.042929,183.8281
5.25,80,0,2000,450.0,2244.375,7013.6719,211.896,186.321,0.0,3.675253,45.957
5.25,80,0,4000,427.5,2132.1562,6662.9883,211.896,186.321,0.0,3.480428,91.914
5.25,80,0,6000,382.5,1907.7188,5961.6211,211.896,186.321,0.0,3.09078,137.871
5.25,80,0,8000,337.5,1683.2812,5260.2539,211.896,186.321,0.0,2.701132,183.8281
5.25,80,2,2000,450.0,2244.375,7013.6719,211.896,186.321,616.2553,3.332889,45.957
5.25,80,2,4000,427.5,2132.1562,6662.9883,211.896,186.321,616.2553,3.138064,91.914
5.25,80,2,6000,382.5,1907.7188,5961.6211,211.896,186.321,616.2553,2.748416,137.871
5.25,80,2,8000,337.5,1683.2812,5260.2539,211.896,186.321,616.2553,2.358768,183.8281
5.25,80,5,2000,450.0,2244.375,7013.6719,211.896,186.321,1538.9961,2.820255,45.957
5.25,80,5,4000,427.5,2132.1562,6662.9883,211.896,186.321,1538.9961,2.625431,91.914
5.25,80,5,6000,382.5,1907.7188,5961.6211,211.896,186.321,1538.9961,2.235782,137.871
5.25,80,5,8000,337.5,1683.2812,5260.2539,211.896,186.321,1538.9961,1.846134,183.8281
5.25,80,8,2000,450.0,2244.375,7013.6719,211.896,186.321,2457.5186,2.309965,45.957
5.25,80,8,4000,427.5,2132.1562,6662.9883,211.896,186.321,2457.5186,2.11514,91.914
5.25,80,8,6000,382.5,1907.7188,5961.6211,211.896,186.321,2457.5186,1.725492,137.871
5.25,80,8,8000,337.5,1683.2812,5260.2539,211.896,186.321,2457.5186,1.335844,183.8281
5.25,80,10,2000,450.0,2244.375,7013.6719,211.896,186.321,3066.2795,1.971764,45.957
5.25,80,10,4000,427.5,2132.1562,6662.9883,211.896,186.321,3066.2795,1.77694,91.914
5.25,80,10,6000,382.5,1907.7188,5961.6211,211.896,186.321,3066.2795,1.387291,137.871
5.25,80,10,8000,337.5,1683.2812,5260.2539,211.896,186.321,3066.2795,0.997643,183.8281
5.25,100,0,2000,450.0,2244.375,7013.6719,211.896,291.1265,0.0,3.617027,45.957
5.25,100,0,4000,427.5,2132.1562,6662.9883,211.896,291.1265,0.0,3.422203,91.914
5.25,100,0,6000,382.5,1907.7188,5961.6211,211.896,291.1265,0.0,3.032555,137.871
5.25,100,0,8000,337.5,1683.2812,5260.2539,211.896,291.1265,0.0,2.642906,183.8281
5.25,100,2,2000,450.0,2244.375,7013.6719,211.896,291.1265,616.2553,3.274663,45.957
5.25,100,2,4000,427.5,2132.1562,6662.9883,211.896,291.1265,616.2553,3.079839,91.914
5.25,100,2,6000,382.5,1907.7188,5961.6211,211.896,291.1265,616.2553,2.690191,137.871
5.25,100,2,8000,337.5,1683.2812,5260.2539,211.896,291.1265,616.2553,2.300542,183.8281
5.25,100,5,2000,450.0,2244.375,7013.6719,211.896,291.1265,1538.9961,2.76203,45.957
5.25,100,5,4000,427.5,2132.1562,6662.9883,211.896,291.1265,1538.9961,2.567205,91.914
5.25,100,5,6000,382.5,1907.7188,5961.6211,211.896,291.1265,1538.9961,2.177557,137.871
5.25,100,5,8000,337.5,1683.2812,5260.2539,211.896,291.1265,1538.9961,1.787908,183.8281
5.25,100,8,2000,450.0,2244.375,7013.6719,211.896,291.1265,2457.5186,2.251739,45.957
5.25,100,8,4000,427.5,2132.1562,6662.9883,211.896,291.1265,2457.5186,2.056915,91.914
5.25,100,8,6000,382.5,1907.7188,5961.6211,211.896,291.1265,2457.5186,1.667267,137.871
5.25,100,8,8000,337.5,1683.2812,5260.2539,211.896,291.1265,2457.5186,1.277618,183.8281
5.25,100,10,2000,450.0,2244.375,7013.6719,211.896,291.1265,3066.2795,1.913539,45.957
5.25,100,10,4000,427.5,2132.1562,6662.9883,211.896,291.1265,3066.2795,1.718715,91.914
5.25,100,10,6000,382.5,1907.7188,5961.6211,211.896,291.1265,3066.2795,1.329066,137.871
5.25,100,10,8000,337.5,1683.2812,5260.2539,211.896,291.1265,3066.2795,0.939418,183.8281
5.5,20,0,2000,450.0,2351.25,7347.6562,211.896,11.6451,0.0,3.957842,43.8681
5.5,20,0,4000,427.5,2233.6875,6980.2734,211.896,11.6451,0.0,3.75374,87.7361
5.5,20,0,6000,382.5,1998.5625,6245.5078,211.896,11.6451,0.0,3.345537,131.6042
5.5,20,0,8000,337.5,1763.4375,5510.7422,211.896,11.6451,0.0,2.937334,175.4722
5.5,20,2,2000,450.0,2351.25,7347.6562,211.896,11.6451,616.2553,3.615478,43.8681
5.5,20,2,4000,427.5,2233.6875,6980.2734,211.896,11.6451,616.2553,3.411376,87.7361
5.5,20,2,6000,382.5,1998.5625,6245.5078,211.896,11.6451,616.2553,3.003173,131.6042
5.5,20,2,8000,337.5,1763.4375,5510.7422,211.896,11.6451,616.2553,2.59497,175.4722
5.5,20,5,2000,450.0,2351.25,7347.6562,211.896,11.6451,1538.9961,3.102844,43.8681
5.5,20,5,4000,427.5,2233.6875,6980.2734,211.896,11.6451,1538.9961,2.898742,87.7361
5.5,20,5,6000,382.5,1998.5625,6245.5078,211.896,11.6451,1538.9961,2.490539,131.6042
5.5,20,5,8000,337.5,1763.4375,5510.7422,211.896,11.6451,1538.9961,2.082336,175.4722
5.5,20,8,2000,450.0,2351.25,7347.6562,211.896,11.6451,2457.5186,2.592554,43.8681
5.5,20,8,4000,427.5,2233.6875,6980.2734,211.896,11.6451,2457.5186,2.388452,87.7361
5.5,20,8,6000,382.5,1998.5625,6245.5078,211.896,11.6451,2457.5186,1.980249,131.6042
5.5,20,8,8000,337.5,1763.4375,5510.7422,211.896,11.6451,2457.5186,1.572046,175.4722
5.5,20,10,2000,450.0,2351.25,7347.6562,211.896,11.6451,3066.2795,2.254353,43.8681
5.5,20,10,4000,427.5,2233.6875,6980.2734,211.896,11.6451,3066.2795,2.050252,87.7361
5.5,20,10,6000,382.5,1998.5625,6245.5078,211.896,11.6451,3066.2795,1.642048,131.6042
5.5,20,10,8000,337.5,1763.4375,5510.7422,211.896,11.6451,3066.2795,1.233845,175.4722
5.5,40,0,2000,450.0,2351.25,7347.6562,211.896,46.5802,0.0,3.938433,43.8681
5.5,40,0,4000,427.5,2233.6875,6980.2734,211.896,46.5802,0.0,3.734332,87.7361
5.5,40,0,6000,382.5,1998.5625,6245.5078,211.896,46.5802,0.0,3.326129,131.6042
5.5,40,0,8000,337.5,1763.4375,5510.7422,211.896,46.5802,0.0,2.917926,175.4722
5.5,40,2,2000,450.0,2351.25,7347.6562,211.896,46.5802,616.2553,3.596069,43.8681
5.5,40,2,4000,427.5,2233.6875,6980.2734,211.896,46.5802,616.2553,3.391968,87.7361
5.5,40,2,6000,382.5,1998.5625,6245.5078,211.896,46.5802,616.2553,2.983765,131.6042
5.5,40,2,8000,337.5,1763.4375,5510.7422,211.896,46.5802,616.2553,2.575561,175.4722
5.5,40,5,2000,450.0,2351.25,7347.6562,211.896,46.5802,1538.9961,3.083435,43.8681
5.5,40,5,4000,427.5,2233.6875,6980.2734,211.896,46.5802,1538.9961,2.879334,87.7361
5.5,40,5,6000,382.5,1998.5625,6245.5078,211.896,46.5802,1538.9961,2.471131,131.6042
5.5,40,5,8000,337.5,1763.4375,5510.7422,211.896,46.5802,1538.9961,2.062928,175.4722
5.5,40,8,2000,450.0,2351.25,7347.6562,211.896,46.5802,2457.5186,2.573145,43.8681
5.5,40,8,4000,427.5,2233.6875,6980.2734,211.896,46.5802,2457.5186,2.369044,87.7361
5.5,40,8,6000,382.5,1998.5625,6245.5078,211.896,46.5802,2457.5186,1.960841,131.6042
5.5,40,8,8000,337.5,1763.4375,5510.7422,211.896,46.5802,2457.5186,1.552637,175.4722
5.5,40,10,2000,450.0,2351.25,7347.6562,211.896,46.5802,3066.2795,2.234945,43.8681
5.5,40,10,4000,427.5,2233.6875,6980.2734,211.896,46.5802,3066.2795,2.030843,87.7361
5.5,40,10,6000,382.5,1998.5625,6245.5078,211.896,46.5802,3066.2795,1.62264,131.6042
5.5,40,10,8000,337.5,1763.4375,5510.7422,211.896,46.5802,3066.2795,1.214437,175.4722
5.5,60,0,2000,450.0,2351.25,7347.6562,211.896,104.8056,0.0,3.906086,43.8681
5.5,60,0,4000,427.5,2233.6875,6980.2734,211.896,104.8056,0.0,3.701984,87.7361
5.5,60,0,6000,382.5,1998.5625,6245.5078,211.896,104.8056,0.0,3.293781,131.6042
5.5,60,0,8000,337.5,1763.4375,5510.7422,211.896,104.8056,0.0,2.885578,175.4722
5.5,60,2,2000,450.0,2351.25,7347.6562,211.896,104.8056,616.2553,3.563722,43.8681
5.5,60,2,4000,427.5,2233.6875,6980.2734,211.896,104.8056,616.2553,3.35962,87.7361
5.5,60,2,6000,382.5,1998.5625,6245.5078,211.896,104.8056,616.2553,2.951417,131.6042
5.5,60,2,8000,337.5,1763.4375,5510.7422,211.896,104.8056,616.2553,2.543214,175.4722
5.5,60,5,2000,450.0,2351.25,7347.6562,211.896,104.8056,1538.9961,3.051088,43.8681
5.5,60,5,4000,427.5,2233.6875,6980.2734,211.896,104.8056,1538.9961,2.846987,87.7361
5.5,60,5,6000,382.5,1998.5625,6245.5078,211.896,104.8056,1538.9961,2.438783,131.6042
5.5,60,5,8000,337.5,1763.4375,5510.7422,211.896,104.8056,1538.9961,2.03058,175.4722
5.5,60,8,2000,450.0,2351.25,7347.6562,211.896,104.8056,2457.5186,2.540798,43.8681
5.5,60,8,4000,427.5,2233.6875,6980.2734,211.896,104.8056,2457.5186,2.336696,87.7361
5.5,60,8,6000,382.5,1998.5625,6245.5078,211.896,104.8056,2457.5186,1.928493,131.6042
5.5,60,8,8000,337.5,1763.4375,5510.7422,211.896,104.8056,2457.5186,1.52029,175.4722
5.5,60,10,2000,450.0,2351.25,7347.6562,211.896,104.8056,3066.2795,2.202597,43.8681
5.5,60,10,4000,427.5,2233.6875,6980.2734,211.896,104.8056,3066.2795,1.998496,87.7361
5.5,60,10,6000,382.5,1998.5625,6245.5078,211.896,104.8056,3066.2795,1.590293,131.6042
5.5,60,10,8000,337.5,1763.4375,5510.7422,211.896,104.8056,3066.2795,1.18209,175.4722
5.5,80,0,2000,450.0,2351.25,7347.6562,211.896,186.321,0.0,3.8608,43.8681
5.5,80,0,4000,427.5,2233.6875,6980.2734,211.896,186.321,0.0,3.656698,87.7361
5.5,80,0,6000,382.5,1998.5625,6245.5078,211.896,186.321,0.0,3.248495,131.6042
5.5,80,0,8000,337.5,1763.4375,5510.7422,211.896,186.321,0.0,2.840292,175.4722
5.5,80,2,2000,450.0,2351.25,7347.6562,211.896,186.321,616.2553,3.518436,43.8681
5.5,80,2,4000,427.5,2233.6875,6980.2734,211.896,186.321,616.2553,3.314334,87.7361
5.5,80,2,6000,382.5,1998.5625,6245.5078,211.896,186.321,616.2553,2.906131,131.6042
5.5,80,2,8000,337.5,1763.4375,5510.7422,211.896,186.321,616.2553,2.497928,175.4722
5.5,80,5,2000,450.0,2351.25,7347.6562,211.896,186.321,1538.9961,3.005802,43.8681
5.5,80,5,4000,427.5,2233.6875,6980.2734,211.896,186.321,1538.9961,2.8017,87.7361
5.5,80,5,6000,382.5,1998.5625,6245.5078,211.896,186.321,1538.9961,2.393497,131.6042
5.5,80,5,8000,337.5,1763.4375,5510.7422,211.896,186.321,1538.9961,1.985294,175.4722
5.5,80,8,2000,450.0,2351.25,7347.6562,211.896,186.321,2457.5186,2.495511,43.8681
5.5,80,8,4000,427.5,2233.6875,6980.2734,211.896,186.321,2457.5186,2.29141,87.7361
5.5,80,8,6000,382.5,1998.5625,6245.5078,211.896,186.321,2457.5186,1.883207,131.6042
5.5,80,8,8000,337.5,1763.4375,5510.7422,211.896,186.321,2457.5186,1.475004,175.4722
5.5,80,10,2000,450.0,2351.25,7347.6562,211.896,186.321,3066.2795,2.157311,43.8681
5.5,80,10,4000,427.5,2233.6875,6980.2734,211.896,186.321,3066.2795,1.953209,87.7361
5.5,80,10,6000,382.5,1998.5625,6245.5078,211.896,186.321,3066.2795,1.545006,131.6042
5.5,80,10,8000,337.5,1763.4375,5510.7422,211.896,186.321,3066.2795,1.136803,175.4722
5.5,100,0,2000,450.0,2351.25,7347.6562,211.896,291.1265,0.0,3.802574,43.8681
5.5,100,0,4000,427.5,2233.6875,6980.2734,211.896,291.1265,0.0,3.598473,87.7361
5.5,100,0,6000,382.5,1998.5625,6245.5078,211.896,291.1265,0.0,3.19027,131.6042
5.5,100,0,8000,337.5,1763.4375,5510.7422,211.896,291.1265,0.0,2.782066,175.4722
5.5,100,2,2000,450.0,2351.25,7347.6562,211.896,291.1265,616.2553,3.46021,43.8681
5.5,100,2,4000,427.5,2233.6875,6980.2734,211.896,291.1265,616.2553,3.256109,87.7361
5.5,100,2,6000,382.5,1998.5625,6245.5078,211.896,291.1265,616.2553,2.847906,131.6042
5.5,100,2,8000,337.5,1763.4375,5510.7422,211.896,291.1265,616.2553,2.439702,175.4722
5.5,100,5,2000,450.0,2351.25,7347.6562,211.896,291.1265,1538.9961,2.947576,43.8681
5.5,100,5,4000,427.5,2233.6875,6980.2734,211.896,291.1265,1538.9961,2.743475,87.7361
5.5,100,5,6000,382.5,1998.5625,6245.5078,211.896,291.1265,1538.9961,2.335272,131.6042
5.5,100,5,8000,337.5,1763.4375,5510.7422,211.896,291.1265,1538.9961,1.927069,175.4722
5.5,100,8,2000,450.0,2351.25,7347.6562,211.896,291.1265,2457.5186,2.437286,43.8681
5.5,100,8,4000,427.5,2233.6875,6980.2734,211.896,291.1265,2457.5186,2.233185,87.7361
5.5,100,8,6000,382.5,1998.5625,6245.5078,211.896,291.1265,2457.5186,1.824981,131.6042
